ID,Gonad_ID,Location,L,Species,Date,Year,Month,FL,histology Sex,field Sex,Gonad_State,Stage,FW,GW,PHASE,mature
436,ES94,Maunalua,Maunalua,Manini,5/8/13,2013,5,17.6,M,M,SC,Mature,144,1.63,,1
2009,ES944,Maunalua,Maunalua,Manini,5/24/14,2014,5,17.7,F,F,SC,VT,150.61,1.85,VT,1
1955,ES886,Maunalua,Maunalua,Manini,5/9/14,2014,5,17.8,F,F,SC,VT,139.9,7.77,VT,1
2007,ES942,Maunalua,Maunalua,Manini,5/24/14,2014,5,17.9,,M,,,154.42,10.81,,1
1993,ES924,Maunalua,Maunalua,Manini,5/14/14,2014,5,18,F,f,SC,HY2,150,7.8,H,1
1989,ES920,Maunalua,Maunalua,Manini,5/14/14,2014,5,18,F,F,SC,HY2,180,12.1,H,1
1933,ES903,Maunalua,Maunalua,Manini,5/12/14,2014,5,18,F,F,SC,HY2,151.88,23.03,H,1
438,ES96,Maunalua,Maunalua,Manini,5/8/13,2013,5,18.1,F,F,SC,HY1,111,3.39,VT,1
1956,ES887,Maunalua,Maunalua,Manini,5/9/14,2014,5,18.2,,M,,,147.5,147.5,,1
1845,ES867,Maunalua,Maunalua,Manini,5/2/14,2014,5,18.3,F,F,SC,HY2,163.1,10.38,H,1
421,ES81,Maunalua,Maunalua,Manini,5/4/13,2013,5,18.3,F,F,SC,HY1,164,6.45,VT,1
554,ES121,Maunalua,Maunalua,Manini,5/19/13,2013,5,18.3,,M,,,146,8.38,,1
712,ES158,Maunalua,Maunalua,Manini,5/29/13,2013,5,18.4,F,F,SC,HY1,161.3,1.36,VT,1
1963,ES895,Maunalua,Maunalua,Manini,5/11/14,2014,5,18.5,F,F,SC,HY2,174.64,24.72,H,1
1988,,Maunalua,Maunalua,Manini,5/14/14,2014,5,18.5,,M,,,160,6.08,,1
1962,ES894,Maunalua,Maunalua,Manini,5/11/14,2014,5,19,F,F,SC,HY2,200.62,31.27,H,1
618,ES130,Maunalua,Maunalua,Manini,5/24/13,2013,5,19.5,F,F,SC,VT,176,2.79,VT,1
1961,ES893,Maunalua,Maunalua,Manini,5/11/14,2014,5,19.6,,F,,,215.14,23.05,,1
1990,ES921,Maunalua,Maunalua,Manini,5/14/14,2014,5,20,F,F,SC,HY2,185,11.58,H,1
420,ES80,Maunalua,Maunalua,Manini,5/4/13,2013,5,20.2,,M,,,229,15.55,,1
1843,ES865,Maunalua,Maunalua,Manini,5/2/14,2014,5,20.5,F,F,SC,HY2,234.9,17.9,H,1
2006,ES941,Maunalua,Maunalua,Manini,5/24/14,2014,5,20.7,F,F,SC,HY2,235.23,25.74,H,1
419,ES79,Maunalua,Maunalua,Manini,5/4/13,2013,5,22.2,,F,,,279,13.81,,1
770,MO029,Maunalua,Maunalua,Manini,6/12/13,2013,6,10,M,U,U,Immature,26.78,0.02,,0
701,ES233,Maunalua,Maunalua,Manini,6/2/13,2013,6,11.6,F,F,U,PN,36.8,0.1,U,0
815,ES358,Maunalua,Maunalua,Manini,6/24/13,2013,6,11.9,F,U,U,PN,41.3,0.06,U,0
754,ES320,Maunalua,Maunalua,Manini,6/8/13,2013,6,12.7,F,F,SC,VT,22.47,0.49,VT,1
921,ES384,Maunalua,Maunalua,Manini,6/26/13,2013,6,12.9,,F,,,52.4,0.2,,
763,MO027,Maunalua,Maunalua,Manini,6/12/13,2013,6,13,F,U,U,CN,,0.03,U,0
745,ES311,Maunalua,Maunalua,Manini,6/7/13,2013,6,13,M,M,SC,Mature,64.8,0.11,,1
2049,ES1010,Maunalua,Maunalua,Manini,6/1/14,2014,6,13,M,M,,,59,0.36,,
699,ES231,Maunalua,Maunalua,Manini,6/2/13,2013,6,13.3,F,F,SC,VT,59.2,0.3,VT,1
922,ES385,Maunalua,Maunalua,Manini,6/26/13,2013,6,13.4,M,M,U,Immature,52.9,0.1,,0
764,MO026,Maunalua,Maunalua,Manini,6/12/13,2013,6,13.5,,F,,,,0.61,,1
700,ES232,Maunalua,Maunalua,Manini,6/2/13,2013,6,13.5,,M,,,59,0.26,,
765,MO024,Maunalua,Maunalua,Manini,6/12/13,2013,6,13.9,F,F,SC,HY1,,1.02,VT,1
752,ES318,Maunalua,Maunalua,Manini,6/8/13,2013,6,14,,M,,,74.9,0.6,,
2048,ES1009,Maunalua,Maunalua,Manini,6/1/14,2014,6,14.1,F,F,SC,VT,77.25,1.63,VT,1
2037,MD019,Maunalua,Maunalua,Manini,6/15/14,2014,6,14.3,,F,,,64.74,0.9,,
739,ES305,Maunalua,Maunalua,Manini,6/7/13,2013,6,14.3,M,M,SC,Mature,75.3,1.06,,1
2047,ES1008,Maunalua,Maunalua,Manini,6/1/14,2014,6,14.5,M,M,SC,MATURE,81.27,0.19,,1
697,ES229,Maunalua,Maunalua,Manini,6/2/13,2013,6,14.6,,M,,,83.8,3.08,,1
828,ES373,Maunalua,Maunalua,Manini,6/25/13,2013,6,14.7,,M,,,,2.22,,1
2050,ES1011,Maunalua,Maunalua,Manini,6/1/14,2014,6,14.8,F,F,SC,VT,86.9,2.84,VT,1
2035,MD017,Maunalua,Maunalua,Manini,6/15/14,2014,6,14.9,,F,,,85,6.8,,1
918,ES381,Maunalua,Maunalua,Manini,6/26/13,2013,6,15,F,F,S,HY1,84.61,0.78,VT,1
753,ES319,Maunalua,Maunalua,Manini,6/8/13,2013,6,15.1,,M,,,82.45,3.29,,1
696,ES228,Maunalua,Maunalua,Manini,6/2/13,2013,6,15.3,F,F,RE,PN,90.8,0.33,RE,1
742,ES308,Maunalua,Maunalua,Manini,6/7/13,2013,6,15.3,M,M,SC,Mature,95.6,1.45,,1
695,ES227,Maunalua,Maunalua,Manini,6/2/13,2013,6,15.6,,M,,,104.6,5.81,,1
823,ES368,Maunalua,Maunalua,Manini,6/25/13,2013,6,15.7,,F,,,110.2,19.33,,1
829,ES374,Maunalua,Maunalua,Manini,6/25/13,2013,6,15.8,,M,,,,3.2,,1
827,ES372,Maunalua,Maunalua,Manini,6/25/13,2013,6,15.9,F,F,SC,HY2,,4.67,H,1
743,ES309,Maunalua,Maunalua,Manini,6/7/13,2013,6,15.9,F,F,SC,HY1,97.3,2.88,VT,1
740,ES306,Maunalua,Maunalua,Manini,6/7/13,2013,6,15.9,F,F,SC,HY1,93.5,1.42,VT,1
698,ES230,Maunalua,Maunalua,Manini,6/2/13,2013,6,15.9,,M,,,90.5,0.96,,1
768,MO019,Maunalua,Maunalua,Manini,6/12/13,2013,6,16,F,F,SC,HY1,,2.03,VT,1
767,MO020,Maunalua,Maunalua,Manini,6/12/13,2013,6,16,F,F,SC,HY1,,1,VT,1
2043,MD006,Maunalua,Maunalua,Manini,6/11/14,2014,6,16,,M,,,87.78,0.42,,
766,MO022,Maunalua,Maunalua,Manini,6/12/13,2013,6,16.2,M,M,SC,Mature,,1.86,,1
2036,MD018,Maunalua,Maunalua,Manini,6/15/14,2014,6,16.5,,F,,,111.55,8.24,,1
694,ES226,Maunalua,Maunalua,Manini,6/2/13,2013,6,16.5,F,F,SC,HY1,106.1,0.84,VT,1
2039,MD002,Maunalua,Maunalua,Manini,6/11/14,2014,6,16.5,F,U,U,PN,91.65,0.16,,0
2060,EK04,Maunalua,Maunalua,Manini,6/24/14,2014,6,16.5,,M,,,109.27,2.96,,1
692,ES224,Maunalua,Maunalua,Manini,6/2/13,2013,6,16.8,F,F,SC,VT,111.8,2.88,VT,1
832,ES377,Maunalua,Maunalua,Manini,6/25/13,2013,6,16.8,,M,,,,3.7,,1
821,ES365,Maunalua,Maunalua,Manini,6/24/13,2013,6,16.8,,M,,,122.8,3.62,,1
818,ES362,Maunalua,Maunalua,Manini,6/24/13,2013,6,16.9,F,F,SC,HY2,139.5,19.58,H,1
2025,MO2108,Maunalua,Maunalua,Manini,6/6/14,2014,6,16.9,,M,,,,4.01,,1
830,ES375,Maunalua,Maunalua,Manini,6/25/13,2013,6,16.9,,M,,,,3.33,,1
820,ES364,Maunalua,Maunalua,Manini,6/24/13,2013,6,16.9,,M,,,117,5.38,,1
831,ES376,Maunalua,Maunalua,Manini,6/25/13,2013,6,17.1,,M,,,,4.32,,1
819,ES363,Maunalua,Maunalua,Manini,6/24/13,2013,6,17.1,,M,,,136.5,6.35,,1
2030,MD012,Maunalua,Maunalua,Manini,6/15/14,2014,6,17.3,,F,,,117.37,5.56,,1
693,ES225,Maunalua,Maunalua,Manini,6/2/13,2013,6,17.3,F,F,SC,HY2,137.7,8.77,H,1
824,ES369,Maunalua,Maunalua,Manini,6/25/13,2013,6,17.5,F,F,SC,HY2,148.8,12.08,H,1
2042,MD005,Maunalua,Maunalua,Manini,6/11/14,2014,6,17.5,,M,,,120.65,4.46,,1
751,ES317,Maunalua,Maunalua,Manini,6/8/13,2013,6,17.7,,M,,,139.91,1.54,,1
2034,MD016,Maunalua,Maunalua,Manini,6/15/14,2014,6,17.8,,F,,,137.05,8.56,,1
816,ES359,Maunalua,Maunalua,Manini,6/24/13,2013,6,17.8,F,F,SC,HY1,157.1,3,VT,1
919,ES382,Maunalua,Maunalua,Manini,6/26/13,2013,6,17.8,,M,,,125.7,3.3,,1
2059,EK03,Maunalua,Maunalua,Manini,6/24/14,2014,6,17.9,F,F,SC,VT,127.8,4.95,VT,1
2022,MO2105,Maunalua,Maunalua,Manini,6/6/14,2014,6,17.9,,F,,,,2.52,,1
916,ES379,Maunalua,Maunalua,Manini,6/26/13,2013,6,18,,M,,,136.55,2.56,,1
2018,MO2140,Maunalua,Maunalua,Manini,6/6/14,2014,6,18.1,,F,,,,0.29,,
2031,MD013,Maunalua,Maunalua,Manini,6/15/14,2014,6,18.5,,F,,,152.74,10.89,,1
744,ES310,Maunalua,Maunalua,Manini,6/7/13,2013,6,18.6,F,F,SC,HY1,164.6,11.59,VT,1
746,ES312,Maunalua,Maunalua,Manini,6/7/13,2013,6,18.6,,M,,,156,12.81,,1
741,ES307,Maunalua,Maunalua,Manini,6/7/13,2013,6,18.8,F,F,SC,HY1,184.4,10.4,VT,1
920,ES383,Maunalua,Maunalua,Manini,6/26/13,2013,6,19,,M,,,170.14,5.81,,1
2041,MD004,Maunalua,Maunalua,Manini,6/11/14,2014,6,19.5,,M,,,150.56,6.14,,1
817,ES360,Maunalua,Maunalua,Manini,6/24/13,2013,6,20.3,F,F,SC,HY2,242.8,29.43,H,1
2058,EK02,Maunalua,Maunalua,Manini,6/24/14,2014,6,20.5,F,F,SC,VT,,4.37,VT,1
2057,EK01,Maunalua,Maunalua,Manini,6/24/14,2014,6,20.6,,M,,,236.05,7.57,,1
932,ES396,Maunalua,Maunalua,Manini,7/3/13,2013,7,13,M,M,SC,Mature,64.7,0.05,,1
933,ES397,Maunalua,Maunalua,Manini,7/3/13,2013,7,13.3,F,F,D,CA,65.3,0.19,RE,1
930,ES394,Maunalua,Maunalua,Manini,7/3/13,2013,7,14.2,F,F,U,PN,79.8,0.13,U,0
931,ES395,Maunalua,Maunalua,Manini,7/3/13,2013,7,14.2,M,M,,,74,0.07,,0
928,ES392,Maunalua,Maunalua,Manini,7/3/13,2013,7,14.4,,F,,,86.2,0.15,,
2205,,Maunalua,Maunalua,Manini,7/22/14,2014,7,14.6,,M,,,76.7,0.36,,
2207,ES1016,Maunalua,Maunalua,Manini,7/22/14,2014,7,15,F,F,U,PN,81.8,0.18,U,0
929,ES393,Maunalua,Maunalua,Manini,7/3/13,2013,7,15,F,F,RE,PN,89.8,0.26,RE,1
990,MO013,Maunalua,Maunalua,Manini,7/19/13,2013,7,15,,M,,,82.79,2.8,,1
2193,ES1010,Maunalua,Maunalua,Manini,7/6/14,2014,7,15,,M,,,87.02,0.42,,
2206,ES1015,Maunalua,Maunalua,Manini,7/22/14,2014,7,15.1,F,F,SC,VT,79.2,0.82,VT,1
2208,,Maunalua,Maunalua,Manini,7/22/14,2014,7,15.1,,F,,,76.9,,,
927,ES391,Maunalua,Maunalua,Manini,7/3/13,2013,7,15.7,F,F,SC,HY1,107.7,1.09,VT,1
940,ES402,Maunalua,Maunalua,Manini,7/6/13,2013,7,16,F,F,SC,VT,116.7,1.03,VT,1
989,MO021,Maunalua,Maunalua,Manini,7/19/13,2013,7,16.5,F,F,SC,VT,113.16,1.45,VT,1
2215,,Maunalua,Maunalua,Manini,7/27/14,2014,7,16.5,,M,,,,4.25,,1
924,ES387,Maunalua,Maunalua,Manini,7/3/13,2013,7,16.7,F,F,SC,VT,122.8,0.89,VT,1
925,ES389,Maunalua,Maunalua,Manini,7/3/13,2013,7,16.9,,F,,,114.4,0.54,,
988,MO059,Maunalua,Maunalua,Manini,7/19/13,2013,7,17.5,F,F,SC,VT,122.03,2.8,VT,1
926,ES390,Maunalua,Maunalua,Manini,7/3/13,2013,7,17.5,F,F,SC,HY1,137.9,2.16,VT,1
937,ES399,Maunalua,Maunalua,Manini,7/6/13,2013,7,17.5,,M,,,139.9,2.72,,1
938,ES400,Maunalua,Maunalua,Manini,7/6/13,2013,7,17.8,F,F,SC,HY1,156.6,3.76,VT,1
941,ES403,Maunalua,Maunalua,Manini,7/6/13,2013,7,17.8,,M,,,140.1,4.49,,1
2204,,Maunalua,Maunalua,Manini,7/22/14,2014,7,18,,M,,,124.76,1.15,,1
939,ES401,Maunalua,Maunalua,Manini,7/6/13,2013,7,20.4,F,F,SC,HY1,203.2,6.74,VT,1
1000,ES477,Maunalua,Maunalua,Manini,8/19/13,2013,8,13,M,M,U,Immature,57.8,0.05,,0
1228,ES462,Maunalua,Maunalua,Manini,8/19/13,2013,8,13.5,M,M,U,Immature,81,1,,0
999,ES476,Maunalua,Maunalua,Manini,8/19/13,2013,8,13.8,F,F,RE,PN,70.9,0.24,RE,1
1233,,Maunalua,Maunalua,Manini,8/19/13,2013,8,14,,M,,,75,2,,1
1232,,Maunalua,Maunalua,Manini,8/19/13,2013,8,14.2,,M,,,67,,,
998,ES475,Maunalua,Maunalua,Manini,8/19/13,2013,8,14.5,,M,,,85.5,1.7,,1
969,ES455,Maunalua,Maunalua,Manini,8/18/13,2013,8,15.2,F,F,SC,HY2,110.5,12.35,H,1
1009,ES486,Maunalua,Maunalua,Manini,8/20/13,2013,8,15.6,F,F,SC,HY2,99.9,6.45,H,1
997,ES474,Maunalua,Maunalua,Manini,8/19/13,2013,8,15.6,F,F,SC,VT,106.4,1.47,VT,1
975,ES461,Maunalua,Maunalua,Manini,8/18/13,2013,8,15.8,F,F,SC,HY2,117.6,12.45,H,1
2339,ES1054,Maunalua,Maunalua,Manini,8/11/14,2014,8,15.9,F,F,SC,HY2,97.7,8.5,H,1
1150,,Maunalua,Maunalua,Manini,8/28/13,2013,8,16,,M,,,103.3,3.96,,1
1012,ES489,Maunalua,Maunalua,Manini,8/20/13,2013,8,16,,M,,,102.6,1.43,,1
967,,Maunalua,Maunalua,Manini,8/18/13,2013,8,16.1,,M,,,103.5,1.6,,1
996,ES473,Maunalua,Maunalua,Manini,8/19/13,2013,8,16.4,F,F,SC,VT,126.4,3.07,VT,1
965,,Maunalua,Maunalua,Manini,8/18/13,2013,8,16.4,,M,,,114.8,4.4,,1
2337,ES1052,Maunalua,Maunalua,Manini,8/11/14,2014,8,16.5,F,F,SC,HY2,112,5.32,H,1
2338,ES1053,Maunalua,Maunalua,Manini,8/11/14,2014,8,16.7,F,F,SC,HY2,109,3.56,H,1
1230,ES464,Maunalua,Maunalua,Manini,8/19/13,2013,8,16.7,M,M,SC,Mature,108,,,1
1011,ES488,Maunalua,Maunalua,Manini,8/20/13,2013,8,16.9,,M,,,119.8,3.32,,1
973,ES459,Maunalua,Maunalua,Manini,8/18/13,2013,8,17,F,F,SC,HY2,144,15.4,H,1
1229,ES463,Maunalua,Maunalua,Manini,8/19/13,2013,8,17,M,M,SC,MATURE,121,1,,1
968,ES454,Maunalua,Maunalua,Manini,8/18/13,2013,8,17.2,F,F,SC,HY2,149.3,13.47,H,1
1231,ES465,Maunalua,Maunalua,Manini,8/19/13,2013,8,17.2,M,M,SC,Mature,129,,,1
964,,Maunalua,Maunalua,Manini,8/18/13,2013,8,17.2,,M,,,119.5,3,,1
995,ES472,Maunalua,Maunalua,Manini,8/19/13,2013,8,17.3,F,F,SC,VT,146.1,4.83,VT,1
1149,,Maunalua,Maunalua,Manini,8/28/13,2013,8,17.3,,M,,,134.4,3.44,,1
970,ES456,Maunalua,Maunalua,Manini,8/18/13,2013,8,17.6,F,F,SC,HY2,112.2,13.72,H,1
972,ES458,Maunalua,Maunalua,Manini,8/18/13,2013,8,17.8,F,F,SC,HY2,166,23.6,H,1
966,,Maunalua,Maunalua,Manini,8/18/13,2013,8,17.8,,M,,,139.1,6.83,,1
2335,ES1050,Maunalua,Maunalua,Manini,8/11/14,2014,8,18.2,,F,,,157.7,13.4,,1
1010,ES487,Maunalua,Maunalua,Manini,8/20/13,2013,8,18.6,,M,,,171.8,2.78,,1
1148,,Maunalua,Maunalua,Manini,8/28/13,2013,8,18.8,,M,,,156.8,4.63,,1
2336,ES1051,Maunalua,Maunalua,Manini,8/11/14,2014,8,19.1,F,F,SC,HY2,184.5,10.54,H,1
971,ES457,Maunalua,Maunalua,Manini,8/18/13,2013,8,19.4,F,F,SC,HY2,217.8,37.29,H,1
1008,ES485,Maunalua,Maunalua,Manini,8/20/13,2013,8,19.9,F,F,SC,HY2,208.1,33.37,H,1
1007,ES484,Maunalua,Maunalua,Manini,8/20/13,2013,8,21.5,F,F,SC,HY2,284.6,35.42,H,1
1727,ES542,Maunalua,Maunalua,Manini,9/18/13,2013,9,13.8,F,F,SC,HY1,66,,VT,1
2299,ES1086,Maunalua,Maunalua,Manini,9/20/14,2014,9,14,F,F,SC,HY2,,,H,1
2322,ES1071,Maunalua,Maunalua,Manini,9/1/14,2014,9,14.3,,F,,,71,0.44,,
2321,ES1070,Maunalua,Maunalua,Manini,9/1/14,2014,9,16.5,,F,,,93,0.2,,
2302,ES1088,Maunalua,Maunalua,Manini,9/20/14,2014,9,16.5,,F,,,,4,,1
2300,ES1087,Maunalua,Maunalua,Manini,9/20/14,2014,9,16.5,,F,,,,4.02,,1
1726,ES541,Maunalua,Maunalua,Manini,9/18/13,2013,9,16.5,M,M,SC,MATURE,108,,,1
2301,,Maunalua,Maunalua,Manini,9/20/14,2014,9,16.5,,M,,,,2.11,,1
1729,,Maunalua,Maunalua,Manini,9/18/13,2013,9,17,,M,,,125,4,,1
1728,,Maunalua,Maunalua,Manini,9/18/13,2013,9,17.5,,M,,,122,4,,1
2303,,Maunalua,Maunalua,Manini,9/20/14,2014,9,17.8,,M,,,,4.06,,1
1719,ES524,Maunalua,Maunalua,Manini,10/6/13,2013,10,11,F,F,SC,VT,,0.88,VT,1
1735,WM1030,Maunalua,Maunalua,Manini,10/3/13,2013,10,12,,U,,,,,,
2427,ES1103,Maunalua,Maunalua,Manini,10/23/14,2014,10,13,,M,,,61,0.07,,
2424,ES1100,Maunalua,Maunalua,Manini,10/23/14,2014,10,13.1,,M,,,57.3,0.16,,
2425,ES1101,Maunalua,Maunalua,Manini,10/23/14,2014,10,14.5,,F,,,79,0.7,,
2428,ES1104,Maunalua,Maunalua,Manini,10/23/14,2014,10,14.9,,F,,,,,,
2426,ES1102,Maunalua,Maunalua,Manini,10/23/14,2014,10,14.9,,F,,,84.4,0.08,,
1212,HK017,Maunalua,Maunalua,Manini,10/18/13,2013,10,15.4,,F,,,,,,
1731,WM1000,Maunalua,Maunalua,Manini,10/3/13,2013,10,15.5,,M,,LOOK WITH SCOPE,,,,
1732,,Maunalua,Maunalua,Manini,10/3/13,2013,10,16.2,,M,,,,,,
1211,HK101,Maunalua,Maunalua,Manini,10/18/13,2013,10,18.4,,F,,,,,,
71,manini05,Maunalua,Maunalua,Manini,11/16/12,2012,11,13.7,,F,,,,,,
67,na,Maunalua,Maunalua,Manini,11/16/12,2012,11,13.8,,U,,,,,,
70,manini04,Maunalua,Maunalua,Manini,11/16/12,2012,11,14.1,,F,,,,,,
1370,ES544,Maunalua,Maunalua,Manini,11/17/13,2013,11,14.2,F,F,RE,PN,,,RE,1
69,manini03,Maunalua,Maunalua,Manini,11/16/12,2012,11,14.2,,M,,,,,,
1221,ES2005,Maunalua,Maunalua,Manini,11/3/13,2013,11,14.8,F,F,RE,PN,80.3,0.29,RE,1
1219,ES2003,Maunalua,Maunalua,Manini,11/3/13,2013,11,15,M,M,D,Immature,81.8,0.05,,0
66,na,Maunalua,Maunalua,Manini,11/16/12,2012,11,15,,U,,,,,,
68,manini02,Maunalua,Maunalua,Manini,11/16/12,2012,11,15.7,,F,,,,,,
1369,ES543,Maunalua,Maunalua,Manini,11/17/13,2013,11,15.7,M,F,U,Immature,,,,0
1368,ES542,Maunalua,Maunalua,Manini,11/17/13,2013,11,16.2,M,M,SC,MATURE,,,,1
65,manini01,Maunalua,Maunalua,Manini,11/16/12,2012,11,16.8,,M,,,,,,
1223,ES2006,Maunalua,Maunalua,Manini,11/3/13,2013,11,17,F,F,S,VT,126.5,0.99,VT,1
1222,,Maunalua,Maunalua,Manini,11/3/13,2013,11,17,,M,,,154.6,4.03,,1
1373,ES547,Maunalua,Maunalua,Manini,11/17/13,2013,11,17.2,,F,,,,,,
1220,ES2004,Maunalua,Maunalua,Manini,11/3/13,2013,11,17.9,F,F,SC,VT,153,4.33,VT,1
1218,ES2002,Maunalua,Maunalua,Manini,11/3/13,2013,11,18.6,F,F,SC,VT,172.4,4.22,VT,1
1712,WM1003,Maunalua,Maunalua,Manini,11/6/13,2013,11,19.3,,F,,,,6.28,,1
1399,ES571,Maunalua,Maunalua,Manini,12/17/13,2013,12,14,F,F,SC,HY2,79.2,1.97,H,1
1400,,Maunalua,Maunalua,Manini,12/17/13,2013,12,14.6,,M,,,99.92,3.12,,1
2364,ES1121,Maunalua,Maunalua,Manini,12/6/14,2014,12,15.2,,F,,,120,1.13,,1
2362,ES1119,Maunalua,Maunalua,Manini,12/6/14,2014,12,15.4,,M,,,100,0.22,,
2368,ES1125,Maunalua,Maunalua,Manini,12/6/14,2014,12,15.5,,F,,,90,1.6,,1
1403,,Maunalua,Maunalua,Manini,12/17/13,2013,12,15.7,,M,,,110.96,2.73,,1
1401,,Maunalua,Maunalua,Manini,12/17/13,2013,12,16.3,,M,,,113.42,3.06,,1
2361,ES1118,Maunalua,Maunalua,Manini,12/6/14,2014,12,16.5,,F,,,130,0.83,,1
1402,,Maunalua,Maunalua,Manini,12/17/13,2013,12,16.5,,M,,,136.21,4.25,,1
1404,,Maunalua,Maunalua,Manini,12/31/13,2013,12,16.6,,M,,,132.05,8.6,,1
2367,ES1124,Maunalua,Maunalua,Manini,12/6/14,2014,12,16.7,,M,,,130,1.2,,1
2366,ES1123,Maunalua,Maunalua,Manini,12/6/14,2014,12,17.3,,F,,,120,0.11,,
2363,ES1120,Maunalua,Maunalua,Manini,12/6/14,2014,12,17.7,,M,,,160,1.09,,1
1398,ES570,Maunalua,Maunalua,Manini,12/17/13,2013,12,17.8,F,F,SC,HY2,162.75,14.81,H,1
123,Manini1,Kaupulehu,North Kona,Manini,1/23/13,2013,1,17,F,F,SC,VT,141.8,1.418,VT,1
124,Manini2,Kaupulehu,North Kona,Manini,1/23/13,2013,1,18,F,F,SC,VT,170.1,3.657,VT,1
125,Manini3,Kaupulehu,North Kona,Manini,1/23/13,2013,1,18.8,F,F,SC,VT,198.5,2.948,VT,1
137,NA,Kaupulehu,North Kona,Manini,1/30/13,2013,1,21.5,,F,,,198.5,4.649,,1
179,BM7,Kiholo,North Kona,Manini,1/8/13,2013,1,15.1,F,F,D,CA,90,0.233,D,0
181,BM9,Kiholo,North Kona,Manini,1/8/13,2013,1,15.4,F,F,SC,VT,100,0.078,VT,1
178,BM6,Kiholo,North Kona,Manini,1/8/13,2013,1,16.6,F,F,SC,VT,130,0.369,VT,1
175,BM3,Kiholo,North Kona,Manini,1/8/13,2013,1,17,F,F,SC,VT,130,0.147,VT,1
173,BM2,Kiholo,North Kona,Manini,1/8/13,2013,1,17.2,,F,,,130,0.564,,
176,BM4,Kiholo,North Kona,Manini,1/8/13,2013,1,17.3,F,F,S,CA,150,1.368,RE,1
172,BM1,Kiholo,North Kona,Manini,1/8/13,2013,1,18.5,F,F,SC,VT,180,0.725,VT,1
177,BM5,Kiholo,North Kona,Manini,1/8/13,2013,1,19,F,F,SC,VT,180,3.38,VT,1
174,BM2,Kiholo,North Kona,Manini,1/8/13,2013,1,19,F,F,RE,PN,180,6.622,RE,1
180,BM8,Kiholo,North Kona,Manini,1/8/13,2013,1,19.3,F,F,RE,PN,200,4.54,RE,1
1447,ES619,Kaupulehu,North Kona,Manini,2/10/14,2014,2,12.8,F,U,U,PN,51,0.07,U,0
1446,"ES618
ES618",Kaupulehu,North Kona,Manini,2/10/14,2014,2,13,,U,,,60,0.03,,0
1448,ES620,Kaupulehu,North Kona,Manini,2/10/14,2014,2,14.2,F,F,RE,PN,75,0.2,RE,1
1454,ES626,Kaupulehu,North Kona,Manini,2/10/14,2014,2,14.9,,M,,,93,0.24,,
1455,ES627,Kaupulehu,North Kona,Manini,2/10/14,2014,2,15,,M,,,84,0.17,,
1449,ES621,Kaupulehu,North Kona,Manini,2/10/14,2014,2,15.7,F,F,RE,PN,101,0.35,U,0
1450,ES622,Kaupulehu,North Kona,Manini,2/10/14,2014,2,15.9,M,M,SC,MATURE,103,0.07,,1
1456,ES628,Kaupulehu,North Kona,Manini,2/10/14,2014,2,15.9,,M,,,107,0.14,,
1453,ES625,Kaupulehu,North Kona,Manini,2/10/14,2014,2,16.7,,M,,,115,2.45,,1
254,KPT2/25/13manini1,Kaupulehu,North Kona,Manini,2/25/13,2013,2,17.9,F,F,SC,VT,153.1,2.27,VT,1
1452,ES624,Kaupulehu,North Kona,Manini,2/10/14,2014,2,18.1,,M,,,168,7.02,,1
239,KPT2/16/13Manini1,Kaupulehu,North Kona,Manini,2/16/13,2013,2,18.3,F,F,SC,VT,161.6,2.41,VT,1
1451,ES623,Kaupulehu,North Kona,Manini,2/10/14,2014,2,19.3,F,F,SC,VT,192,3.91,VT,1
45,,Kiholo,North Kona,Manini,2/5/13,2013,2,13.4,,U,,,60,,,
44,,Kiholo,North Kona,Manini,2/5/13,2013,2,13.5,,U,,,70,,,
1459,ES612,Kiholo,North Kona,Manini,2/7/14,2014,2,13.8,F,U,U,PN,71,0.08,U,0
43,,Kiholo,North Kona,Manini,2/5/13,2013,2,14,,U,,,70,,,
38,manini 8 2/5/13 BW,Kiholo,North Kona,Manini,2/5/13,2013,2,14.4,F,U,U,PN,70,0.023,U,0
1458,ES611,Kiholo,North Kona,Manini,2/7/14,2014,2,14.5,,U,,,74,0.05,,0
33,manini 3 2/5/13 BW,Kiholo,North Kona,Manini,2/5/13,2013,2,15,M,M,U,,,0.068,,0
1457,"ES610
ES610",Kiholo,North Kona,Manini,2/7/14,2014,2,15.1,,F,,,101,0.29,,
42,,Kiholo,North Kona,Manini,2/5/13,2013,2,15.7,,M,,,100,,,
37,manini 7 2/5/13 BW,Kiholo,North Kona,Manini,2/5/13,2013,2,15.8,F,U,U,CN,100,0.121,U,0
36,manini 6 2/5/13 BW,Kiholo,North Kona,Manini,2/5/13,2013,2,16.3,F,F,U,CN,110,0.2,U,0
1460,,Kiholo,North Kona,Manini,2/7/14,2014,2,16.5,,M,,,126,3.2,,1
32,manini 2 2/5/13 BW,Kiholo,North Kona,Manini,2/5/13,2013,2,17.7,F,F,SC,VT,150,0.574,VT,1
41,,Kiholo,North Kona,Manini,2/5/13,2013,2,17.7,,M,,,130,,,
34,manini 4 2/5/13 BW,Kiholo,North Kona,Manini,2/5/13,2013,2,17.8,F,F,RE,PN,140,0.383,RE,1
40,,Kiholo,North Kona,Manini,2/5/13,2013,2,18.6,,M,,,180,,,
